"CRN","Title","Days","Time","Students","Date","Location"
"41890","Practicum 3A","T","08:00 am-10:45 am","1","08/23-12/15","MA 227"
"41891","Practicum 3A","T","08:00 am-10:45 am","0","08/23-12/15","KA 263"
"41892","Theory and Practice of Clinical Supervision","R","12:45 pm-02:30 pm","6","08/23-12/15","CO 419"
"41893","Practicum 4A","T","08:00 am-10:45 am","0","08/23-12/15","LM 351C"
"41894","Practicum 4A","R","09:00 am-11:45 am","0","08/23-12/15","KA 167"
"41895","Externship Placement","R","11:00 am-12:00 pm","0","08/23-12/15","CO 419"
"41896","Externship Placement","R","11:00 am-12:00 pm","0","08/23-12/15","MA 227"
"41897","Clinical Dissertation Seminar","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","2","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41898","Clinical Dissertation Seminar","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41899","Clinical Dissertation Seminar","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41900","Clinical Dissertation Seminar","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41901","Clinical Dissertation Seminar","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41902","Clinical Dissertation Seminar","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41903","Clinical Dissertation Seminar","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41904","Clinical Dissertation Seminar","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41905","Full-Time Clinical Internship","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","2","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"41906","Acceptance &amp; Commitment Therap","R","07:30 pm-09:15 pm","3","08/23-12/15","CO 413"
"42240","Human Biology","TR","10:25 am-11:40 am","16","08/23-12/15","ED 103"
"42241","Human Biology Lab","R","08:00 am-10:15 am","16","08/23-12/15","HR 264"
"40205","General Biology I","MWF","08:00 am-08:50 am","17","08/23-12/15","HR G56"
"40206","General Biology I","MWF","09:15 am-10:05 am","15","08/23-12/15","HR G56"
"40208","General Biology I","MWF","10:30 am-11:20 am","9","08/23-12/15","CO 107"
"40209","General Biology I","MWF","11:45 am-12:35 pm","16","08/23-12/15","CO 106"
"40210","General Biology I","MWF","01:00 pm-01:50 pm","16","08/23-12/15","CO 106"
"40272","General Biology I Lab","M","02:00 pm-04:50 pm","6","08/23-12/15","LS 208"
"40273","General Biology I Lab","M","05:00 pm-07:50 pm","7","08/23-12/15","LS 208"
"40274","General Biology I Lab","T","08:00 am-10:50 am","7","08/23-12/15","LS 208"
"40275","General Biology I Lab","T","11:00 am-01:50 pm","6","08/23-12/15","LS 208"
"40276","General Biology I Lab","T","02:00 pm-04:50 pm","6","08/23-12/15","LS 208"
"40277","General Biology I Lab","T","05:00 pm-07:50 pm","6","08/23-12/15","LS 208"
"40279","General Biology I Lab","W","11:00 am-01:50 pm","6","08/23-12/15","LS 208"
"40280","General Biology I Lab","W","02:00 pm-04:50 pm","6","08/23-12/15","LS 208"
"40281","General Biology I Lab","W","05:00 pm-07:50 pm","6","08/23-12/15","LS 208"
"40282","General Biology I Lab","R","08:00 am-10:50 am","5","08/23-12/15","LS 208"
"40283","General Biology I Lab","R","11:00 am-01:50 pm","5","08/23-12/15","LS 208"
"40284","General Biology I Lab","R","02:00 pm-04:50 pm","5","08/23-12/15","LS 208"
"42371","General Biology I Lab","M","11:00 am-01:50 pm","2","08/23-12/15","LS 208"
"40211","General Biology II","MWF","11:45 am-12:35 pm","11","08/23-12/15","CO 107"
"40212","General Biology II Lab","T","09:00 am-11:50 am","11","08/23-12/15","HR 264"
"40213","Human Anatomy","MWF","10:30 am-11:20 am","14","08/23-12/15","ED 110"
"40214","Human Anatomy","MWF","11:45 am-12:35 pm","0","08/23-12/15","CO 316"
"40215","Human Anatomy Lab","T","08:00 am-09:50 am","3","08/23-12/15","HR 249"
"40216","Human Anatomy Lab","T","10:00 am-11:50 am","3","08/23-12/15","HR 249"
"40217","Human Anatomy Lab","T","12:00 pm-01:50 pm","4","08/23-12/15","HR 249"
"40218","Human Anatomy Lab","T","02:00 pm-03:50 pm","4","08/23-12/15","HR 249"
"40219","Human Anatomy Lab","T","04:00 pm-05:50 pm","0","08/23-12/15","HR 249"
"40220","Human Physiology","MWF","09:15 am-10:05 am","34","08/23-12/15","CO 107"
"42362","Human Physiology","MWF","10:30 am-11:35 am","0","08/23-12/15","<abbr title=""To Be Announced"">TBA</abbr>"
"40222","Laboratory in Survey of Human Physiology","R","08:00 am-09:50 am","5","08/23-12/15","HR 249"
"40223","Laboratory in Survey of Human Physiology","R","10:00 am-11:50 am","10","08/23-12/15","HR 249"
"40224","Laboratory in Survey of Human Physiology","R","12:00 pm-01:50 pm","10","08/23-12/15","HR 249"
"40225","Laboratory in Survey of Human Physiology","R","02:00 pm-03:50 pm","6","08/23-12/15","HR 249"
"42363","Laboratory in Survey of Human Physiology","R","04:00 pm-05:50 pm","3","08/23-12/15","HR 249"
"40227","Microbiology","MWF","08:00 am-08:50 am","1","08/23-12/15","HR 136"
"40228","Microbiology Lab","T","11:00 am-01:50 pm","0","08/23-12/15","HR 230"
"40229","Microbiology Lab","T","02:00 pm-04:50 pm","0","08/23-12/15","HR 230"
"40230","Microbiology Lab","W","11:45 am-02:35 pm","1","08/23-12/15","HR 230"
"40231","Microbiology Lab","W","03:00 pm-06:50 pm","0","08/23-12/15","HR 230"
"40232","Cell Physiology","TR","09:55 am-11:40 am","50","08/23-12/15","HR 136"
"40233","Cell Physiology","MWF","09:15 am-10:20 am","50","08/23-12/15","ED 201"
"40234","Genetics","MWF","11:45 am-12:35 pm","14","08/23-12/15","LS 103"
"40235","Genetics Lab","W","01:00 pm-03:50 pm","14","08/23-12/15","HR 264"
"40236","Interdiscp Life Sciences","MWF","02:15 pm-03:20 pm","10","08/23-12/15","LS 303"
"40237","Laboratory","MF","12:30 pm-02:00 pm","10","08/23-12/15","HR 323"
"40238","Ecology","MWF","09:15 am-10:20 am","18","08/23-12/15","LS 303"
"40239","Ornithology","MW","08:00 am-09:15 am","14","08/23-12/15","HR 243"
"40240","Ornithology Lab","W","09:20 am-12:10 pm","14","08/23-12/15","HR 243"
"40241","Virology","TR","08:00 am-09:45 am","19","08/23-12/15","LS 210"
"40242","General Microbiology","MWF","11:45 am-12:35 pm","14","08/23-12/15","LS G04"
"40243","Laboratory in General Microbiology","W","01:00 pm-03:50 pm","14","08/23-12/15","LS G04"
"40244","Comparative Animal Physiology","MWF","10:30 am-11:20 am","13","08/23-12/15","LS 303"
"40245","Comparative Animal Physio Lab","W","01:00 pm-03:50 pm","13","08/23-12/15","LS 205"
"40246","Developmental Biology","TR","09:55 am-11:10 am","13","08/23-12/15","LM 345"
"40247","Developmental Biology Lab","T","02:40 pm-05:30 pm","13","08/23-12/15","LS G04"
"42246","Plant Biology","TR","03:45 pm-05:00 pm","14","08/23-12/15","HR 264"
"42247","Plant Biology Lab","R","12:45 pm-03:35 pm","14","08/23-12/15","HR 264"
"40249","Biology of Cancer","TR","02:40 pm-04:25 pm","20","08/23-12/15","LS 103"
"40250","Conservation Biology","TR","12:45 pm-02:00 pm","14","08/23-12/15","LM 147"
"40251","Conservation Biology Lab","T","02:10 pm-05:00 pm","14","08/23-12/15","HR 243"
"40252","Biology of Insects","TR","08:00 am-09:15 am","13","08/23-12/15","HR 243"
"40253","Biology of Insects Lab","R","09:25 am-12:15 pm","13","08/23-12/15","HR 243"
"40254","General Parasitology","MWF","11:45 am-12:35 pm","12","08/23-12/15","ED 201"
"40255","General Parasitology Lab","M","01:00 pm-04:50 pm","12","08/23-12/15","HR 264"
"40256","Oceanography","MW","01:00 pm-02:15 pm","12","08/23-12/15","HR 243"
"40257","Oceanography Lab","W","02:25 pm-06:00 pm","12","08/23-12/15","HR 243"
"40260","Molecular Medicine","MW","04:45 pm-06:25 pm","13","08/23-12/15","LS 103"
"40261","Evolution","TR","09:55 am-11:40 am","14","08/23-12/15","LM 147"
"40262","Evolution","TR","12:45 pm-02:30 pm","16","08/23-12/15","HR 435"
"40264","Bioinformatics","MW","06:30 pm-07:45 pm","13","08/23-12/15","CO 315"
"40265","Bioinformatics Lab","T","06:30 pm-09:20 pm","13","08/23-12/15","TBA TBA"
"40266","Immunology","TR","09:55 am-11:10 am","15","08/23-12/15","LS 205"
"40267","Immunology Laboratory","T","02:40 pm-05:30 pm","15","08/23-12/15","LS 205"
"40268","Undergraduate Seminar in Biology","T","11:45 am-12:40 pm","34","08/23-12/15","CO 314"
"40269","Graduate Seminar in Biology","T","11:45 am-12:40 pm","2","08/23-12/15","CO 314"
"40270","Molecular Medicine","MW","04:45 pm-06:25 pm","5","08/23-12/15","LS 103"
"42345","Biology of Cancer","TR","02:40 pm-04:25 pm","2","08/23-12/15","LS 103"
"42274","SpTp: Interdiscp Life Sciences","MWF","02:15 pm-03:20 pm","2","08/23-12/15","LS 303"
"42275","Special Topics Lab","MF","12:30 pm-02:00 pm","2","08/23-12/15","HR 323"
"42374","Animal Behavior Research","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"40286","Career Preparation Seminar","T","04:35 pm-05:50 pm","27","08/23-12/15","CO 314"
"40287","Global &amp; US Regulatory Affairs","T","06:30 pm-10:10 pm","14","08/22-10/14","LS G12"
"40288","Global &amp; US Regulatory Affairs","R","06:30 pm-10:10 pm","13","08/22-10/14","LS 209"
"40289","Legal-Social-Ethical Biotech","T","06:30 pm-10:10 pm","14","10/17-12/07","LS G12"
"40290","Legal-Social-Ethical Biotech","R","06:30 pm-10:10 pm","14","10/17-12/07","LS 209"
"40291","Molecular Biology","MW","04:45 pm-06:25 pm","17","08/23-12/15","LS 303"
"40292","Bioinformatics","MW","04:45 pm-06:25 pm","29","08/23-12/15","HR 435"
"40293","Adv. Research Meth in Biotech","MW","06:45 pm-07:59 pm","14","08/23-12/15","LS 205"
"40294","Adv. Research Meth in Biotech","MW","06:45 pm-07:59 pm","14","08/23-12/15","LS G04"
"40295","Adv Res Meth in Biotech Lab","MW","08:00 pm-10:30 pm","14","08/23-12/15","LS 205"
"40296","Adv Res Meth in Biotech Lab","MW","08:00 pm-10:30 pm","14","08/23-12/15","LS G04"
"41938","Launch into Business","M","04:45 pm-06:25 pm","19","08/23-12/15","CO 413"
"41939","Launch into Business","W","04:45 pm-06:25 pm","12","08/23-12/15","MH LL5"
"41940","Launch into Business","M","06:30 pm-08:15 pm","11","08/23-12/15","MH LL4"
"41941","Launch into Business","W","06:30 pm-08:15 pm","3","08/23-12/15","MA 123"
"41942","Launch into Business","T","12:45 pm-04:15 pm","3","10/19-12/15","CO 417"
"41943","Launch into Business","T","08:00 am-09:45 am","13","08/23-12/15","MH 126"
"41944","Launch into Business","R","08:00 am-09:45 am","6","08/23-12/15","MH 126"
"41377","Principles of Financial Accounting","MWF","10:30 am-11:35 am","30","08/23-12/15","MH 129"
"41378","Principles of Financial Accounting","MWF","11:45 am-12:50 pm","30","08/23-12/15","MH 129"
"41379","Principles of Financial Accounting","MWF","01:00 pm-02:05 pm","30","08/23-12/15","MH 129"
"41380","Principles of Financial Accounting","TR","02:40 pm-04:25 pm","30","08/23-12/15","CO 413"
"41381","Principles of Financial Accounting","TR","04:35 pm-06:20 pm","30","08/23-12/15","CO 413"
"41382","Principles of Managerial Accounting","TR","12:45 pm-02:30 pm","16","08/23-12/15","MH LL5"
"41384","Principles of Managerial Accounting","MWF","10:30 am-11:35 am","25","08/23-12/15","MA 228"
"41385","Principles of Managerial Accounting","MWF","11:45 am-12:50 pm","25","08/23-12/15","MA 228"
"41386","HNRS Princ. of Managerial Acct","<abbr title=""To Be Announced"">TBA</abbr>","0","-1","<abbr title=""To Be Announced"">TBA</abbr>","Tuition (Business)"
"42056","Fundamentals of Business Analytics","TR","02:40 pm-04:20 pm","25","08/23-12/15","MH LL4"
"42058","Fundamentals of Business Analytics","TR","04:35 pm-06:20 pm","25","08/23-12/15","MH LL4"
"42060","Fundamentals of Business Analytics","W","06:30 pm-10:10 pm","25","08/23-12/15","MH LL6"
"42063","Fundamentals of Business Analytics","R","06:30 pm-10:10 pm","25","08/23-12/15","MH 126"
"42065","Fundamentals of Business Analytics","TR","09:55 am-11:40 am","25","08/23-12/15","CO 417"
"42066","Fundamentals of Business Analytics","TR","08:00 am-09:45 am","25","08/23-12/15","MH LL4"
"42395","Fundamentals of Business Analytics","T","06:30 pm-10:10 pm","8","08/23-12/15","CO 413"
"42068","Applied Business Technology","T","06:30 pm-10:10 pm","25","08/23-10/16","MA 123"
"42069","Applied Business Technology","W","06:30 pm-10:10 pm","25","08/23-10/16","MA 122"
"42071","Applied Business Technology","M","06:30 pm-10:10 pm","25","10/19-12/15","LS 209"
"42072","Applied Business Technology","W","06:30 pm-10:10 pm","25","10/19-12/15","LS 209"
"42073","Applied Business Technology","R","06:30 pm-10:10 pm","25","10/19-12/15","MH 122"
